Links,Page,DocumentID,LinkType
https://www.cisa.gov/tlp/,0,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-158a,0,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/matrices/enterprise,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1562/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1199/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/software/S0574/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/software/S0436/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/software/S0696/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/software/S0435/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/software/S0579/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/tactics/TA0005/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1588/003/,1,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1553/002/,2,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1112/,2,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1021/001/,2,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
https://attack.mitre.org/versions/v13/techniques/T1021/004/,2,CSA_BLACKTECH_HIDE_IN_ROUTERS_TLP-CLEAR.PDF,hyperlink
