Links,DocumentID,From_PDF
https://tools.ietf.org/html/rfc5246,https://sweet32.info,threat-report-24th-march-2023.pdf
https://tools.ietf.org/html/rfc4253,https://sweet32.info,threat-report-24th-march-2023.pdf
https://eprint.iacr.org/2006/097.pdf,https://sweet32.info,threat-report-24th-march-2023.pdf
https://openvpn.net/,https://sweet32.info,threat-report-24th-march-2023.pdf
https://en.wikipedia.org/wiki/Block_cipher,https://sweet32.info,threat-report-24th-march-2023.pdf
https://en.wikipedia.org/wiki/Block_cipher_mode_of_operation,https://sweet32.info,threat-report-24th-march-2023.pdf
http://web.cs.ucdavis.edu/~rogaway/papers/modes.pdf,https://sweet32.info,threat-report-24th-march-2023.pdf
https://eprint.iacr.org/2012/623,https://sweet32.info,threat-report-24th-march-2023.pdf
http://www.isg.rhul.ac.uk/tls/,https://sweet32.info,threat-report-24th-march-2023.pdf
http://www.rc4nomore.com/,https://sweet32.info,threat-report-24th-march-2023.pdf
https://www.sigsac.org/ccs/CCS2016/,https://sweet32.info,threat-report-24th-march-2023.pdf
SWEET32_CCS16.pdf,https://sweet32.info,threat-report-24th-march-2023.pdf
SWEET32_CCS16_slides.pdf,https://sweet32.info,threat-report-24th-march-2023.pdf
SWEET32_CCS16.pdf,https://sweet32.info,threat-report-24th-march-2023.pdf
https://support.microsoft.com/en-us/kb/325158,https://sweet32.info,threat-report-24th-march-2023.pdf
https://openvpn.net,https://sweet32.info,threat-report-24th-march-2023.pdf
https://securitypitfalls.wordpress.com/2016/04/17/february-2016-scan-results-incomplete/,https://sweet32.info,threat-report-24th-march-2023.pdf
https://mzl.la/2bkLMFA,https://sweet32.info,threat-report-24th-march-2023.pdf
https://github.com/jvehent/cipherscan,https://sweet32.info,threat-report-24th-march-2023.pdf
https://support.microsoft.com/en-us/kb/948963,https://sweet32.info,threat-report-24th-march-2023.pdf
https://support.microsoft.com/en-us/kb/980436,https://sweet32.info,threat-report-24th-march-2023.pdf
#faq,https://sweet32.info,threat-report-24th-march-2023.pdf
http://csrc.nist.gov/news_events/index.html#jul11,https://sweet32.info,threat-report-24th-march-2023.pdf
http://www.mail-archive.com/openvpn-announce@lists.sourceforge.net/msg00000.html,https://sweet32.info,threat-report-24th-march-2023.pdf
https://www.mail-archive.com/openvpn-devel@lists.sourceforge.net/msg00029.html,https://sweet32.info,threat-report-24th-march-2023.pdf
https://www.mail-archive.com/openvpn-devel@lists.sourceforge.net/msg00030.html,https://sweet32.info,threat-report-24th-march-2023.pdf
https://community.openvpn.net/openvpn/wiki/SWEET32,https://sweet32.info,threat-report-24th-march-2023.pdf
https://github.com/openssl/openssl/commit/e95f5e03f6f1f8d3f6cbe4b7fa48e57b4cf8fd60,https://sweet32.info,threat-report-24th-march-2023.pdf
https://github.com/openssl/openssl/commit/0fff5065884d5ac61123a604bbcee30a53c808ff,https://sweet32.info,threat-report-24th-march-2023.pdf
https://github.com/openssl/openssl/commit/ef28891bab7054667f2f6739f6d376c38b3ca1cc,https://sweet32.info,threat-report-24th-march-2023.pdf
https://www.openssl.org/blog/blog/2016/08/24/sweet32/,https://sweet32.info,threat-report-24th-march-2023.pdf
https://bugzilla.mozilla.org/show_bug.cgi?id=1267899,https://sweet32.info,threat-report-24th-march-2023.pdf
https://bugzilla.mozilla.org/show_bug.cgi?id=1268745,https://sweet32.info,threat-report-24th-march-2023.pdf
https://developer.mozilla.org/en-US/docs/Mozilla/Projects/NSS/NSS_3.27_release_notes,https://sweet32.info,threat-report-24th-march-2023.pdf
https://technet.microsoft.com/library/security/3155527.aspx,https://sweet32.info,threat-report-24th-march-2023.pdf
https://threatpost.com/new-collision-attacks-against-3des-blowfish-allow-for-cookie-decryption/120087/,https://sweet32.info,threat-report-24th-march-2023.pdf
http://arstechnica.com/security/2016/08/new-attack-can-pluck-secrets-from-1-of-https-traffic-affects-top-sites/,https://sweet32.info,threat-report-24th-march-2023.pdf
http://blog.cryptographyengineering.com/2016/08/attack-of-week-64-bit-ciphers-in-tls.html,https://sweet32.info,threat-report-24th-march-2023.pdf
https://nakedsecurity.sophos.com/2016/08/25/anatomy-of-a-cryptographic-collision-the-sweet32-attack/,https://sweet32.info,threat-report-24th-march-2023.pdf
http://news.softpedia.com/news/sweet32-attack-3des-and-blowfish-ciphers-considered-insecure-507631.shtml,https://sweet32.info,threat-report-24th-march-2023.pdf
https://nakedsecurity.sophos.com/2016/08/25/anatomy-of-a-cryptographic-collision-the-sweet32-attack/,https://sweet32.info,threat-report-24th-march-2023.pdf
http://www.theregister.co.uk/2016/08/29/big_data_busts_crypto_sweet32_captures_collisions_in_old_ciphers/,https://sweet32.info,threat-report-24th-march-2023.pdf
https://www.inria.fr/actualite/actualites-inria/nouvelle-demonstration-de-la-vulnerabilite-de-protocoles-de-securite-internet,https://sweet32.info,threat-report-24th-march-2023.pdf
http://www.zdnet.fr/actualites/sweet32-les-vieux-algos-se-cachent-pour-mourir-39841068.htm,https://sweet32.info,threat-report-24th-march-2023.pdf
https://www.ssllabs.com/ssltest/,https://sweet32.info,threat-report-24th-march-2023.pdf
https://wiki.mozilla.org/Security/Server_Side_TLS,https://sweet32.info,threat-report-24th-march-2023.pdf
https://mozilla.github.io/server-side-tls/ssl-config-generator/,https://sweet32.info,threat-report-24th-march-2023.pdf
https://en.wikipedia.org/wiki/Sweet_sixteen_%28birthday%29,https://sweet32.info,threat-report-24th-march-2023.pdf
https://en.wikipedia.org/wiki/Birthday_problem,https://sweet32.info,threat-report-24th-march-2023.pdf
http://creativecommons.org/publicdomain/zero/1.0/,https://sweet32.info,threat-report-24th-march-2023.pdf
sweet32.svg,https://sweet32.info,threat-report-24th-march-2023.pdf
http://prosecco.inria.fr/personal/karthik/,https://sweet32.info,threat-report-24th-march-2023.pdf
