Links,Page,DocumentID,LinkType
stopransomware.gov,0,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,textlink
https://www.cisa.gov/stopransomware,0,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/healthcare-and-public-health-sector,0,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/critical-infrastructure-sectors,0,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/critical-infrastructure-sectors,0,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/ncas/alerts/aa22-187a,0,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/ncas/alerts/aa22-187a,0,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/ncas/alerts/aa22-187a,0,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/northkorea,1,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/sites/default/files/publications/AA23-040A.stix.xml,1,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://attack.mitre.org/versions/v12/matrices/enterprise,1,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/ncas/alerts/aa22-187a,1,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.microsoft.com/en-us/security/blog/2022/07/14/north-korean-threat-actor-targets-small-and-midsize-businesses-with-h0lygh0st-ransomware/,1,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://attack.mitre.org/techniques/T1583,1,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
xpopup.com,2,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,textlink
https://attack.mitre.org/techniques/T1583/003/,2,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://attack.mitre.org/tactics/TA0001/,2,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/ncas/alerts/aa21-356a,2,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/ncas/current-activity/2021/12/08/sonicwall-releases-security-advisory-sma-100-series-appliances,2,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://www.cisa.gov/uscert/ncas/current-activity/2021/12/08/sonicwall-releases-security-advisory-sma-100-series-appliances,2,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://attack.mitre.org/techniques/T1190,2,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
https://attack.mitre.org/techniques/T1133,2,CSA_RANSOMWARE_ATTACKS_ON_CI_FUND_DPRK_ACTIVITIES.PDF,hyperlink
