Links,Page,DocumentID,LinkType
cisa.gov/tlp,0,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,textlink
cyber.gov.au,0,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,textlink
mailto:report@cisa.gov,0,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
mailto:Cybersecurity_Requests@nsa.gov,0,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
mailto:SOC@cisecurity.org,0,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://www.cyber.gov.au/,0,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://www.cisa.gov/tlp,0,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://www.cisa.gov/resources-tools/resources/secure-by-design-and-default,0,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://owasp.org/Top10/A01_2021-Broken_Access_Control/,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://techcrunch.com/2021/10/19/stalkerware-security-phone-data-thousands/,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://nvd.nist.gov/vuln/detail/CVE-2022-0732,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://kb.cert.org/vuls/id/229438,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://techcrunch.com/2022/02/22/stalkerware-network-spilling-data/,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://www.cisa.gov/topics/critical-infrastructure-security-and-resilience/critical-infrastructure-sectors/financial-services-sector,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://krebsonsecurity.com/2019/05/first-american-financial-corp-leaked-hundreds-of-millions-of-title-insurance-records/,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://www.upguard.com/blog/biggest-data-breaches-us,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
https://www.cisa.gov/topics/critical-infrastructure-security-and-resilience/critical-infrastructure-sectors/communications-sector,2,aa23-208a_joint_csa_preventing_web_application_access_control_abuse.pdf,hyperlink
