URL,Filename,DocumentID
https://www.europarl.europa.eu/RegData/etudes/STUD/2017/603175/EPRS_STU(2017)603175_EN.pdf,EPRS_STU(2017)603175_EN.pdf,ENISA Threat Landscape 2021.pdf
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32019R0881&from=EN,,ENISA Threat Landscape 2021.pdf
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32019R0881&from=EN,,ENISA Threat Landscape 2021.pdf
https://go.crowdstrike.com/rs/281-OBQ-266/images/Report2021GTR.pdf,Report2021GTR.pdf,ENISA Threat Landscape 2021.pdf
https://www.atlanticcouncil.org/wp-content/uploads/2020/07/Breaking-trust-Shades-of-crisis-across-an-insecure-software-supply-chain.pdf,Breaking-trust-Shades-of-crisis-across-an-insecure-software-supply-chain.pdf,ENISA Threat Landscape 2021.pdf
https://www.atlanticcouncil.org/wp-content/uploads/2021/03/BROKEN-TRUST.pdf,BROKEN-TRUST.pdf,ENISA Threat Landscape 2021.pdf
https://go.crowdstrike.com/rs/281-OBQ-266/images/Report2021GTR.pdf,Report2021GTR.pdf,ENISA Threat Landscape 2021.pdf
https://about.fb.com/wp-content/uploads/2021/05/IO-Threat-Report-May-20-2021.pdf,IO-Threat-Report-May-20-2021.pdf,ENISA Threat Landscape 2021.pdf
https://about.fb.com/wp-content/uploads/2021/05/IO-Threat-Report-May-20-2021.pdf,IO-Threat-Report-May-20-2021.pdf,ENISA Threat Landscape 2021.pdf
https://go.recordedfuture.com/hubfs/reports/cta-2019-0821.pdf,cta-2019-0821.pdf,ENISA Threat Landscape 2021.pdf
https://go.crowdstrike.com/rs/281-OBQ-266/images/Report2021GTR.pdf,Report2021GTR.pdf,ENISA Threat Landscape 2021.pdf
https://cti-league.com/wp-content/uploads/2021/02/CTI-League-Darknet-Report-2021.pdf,CTI-League-Darknet-Report-2021.pdf,ENISA Threat Landscape 2021.pdf
https://go.crowdstrike.com/rs/281-OBQ-266/images/Report2021GTR.pdf,Report2021GTR.pdf,ENISA Threat Landscape 2021.pdf
https://www.europol.europa.eu/sites/default/files/documents/internet_organised_crime_threat_assessment_iocta_2020.pdf,internet_organised_crime_threat_assessment_iocta_2020.pdf,ENISA Threat Landscape 2021.pdf
https://www.eurocontrol.int/sites/default/files/2021-07/eurocontrol-think-paper-12-aviation-under-cyber-attack.pdf,eurocontrol-think-paper-12-aviation-under-cyber-attack.pdf,ENISA Threat Landscape 2021.pdf
https://cti-league.com/wp-content/uploads/2021/02/CTI-League-Darknet-Report-2021.pdf,CTI-League-Darknet-Report-2021.pdf,ENISA Threat Landscape 2021.pdf
https://www.atlanticcouncil.org/wp-content/uploads/2021/03/Offensive-Cyber-Capabilities-Proliferation-Report-1.pdf,Offensive-Cyber-Capabilities-Proliferation-Report-1.pdf,ENISA Threat Landscape 2021.pdf
https://www.atlanticcouncil.org/wp-content/uploads/2021/03/Offensive-Cyber-Capabilities-Proliferation-Report-1.pdf,Offensive-Cyber-Capabilities-Proliferation-Report-1.pdf,ENISA Threat Landscape 2021.pdf
https://go.recordedfuture.com/hubfs/reports/cta-2019-0821.pdf,cta-2019-0821.pdf,ENISA Threat Landscape 2021.pdf
https://csrc.nist.gov/CSRC/media/Publications/nistir//draft/documents/NIST.IR.8374-preliminary-draft.pdf,NIST.IR.8374-preliminary-draft.pdf,ENISA Threat Landscape 2021.pdf
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32019R0881&from=EN,,ENISA Threat Landscape 2021.pdf
https://csrc.nist.gov/CSRC/media/Publications/nistir/draft/documents/NIST.IR.8374-preliminary-draft.pdf,NIST.IR.8374-preliminary-draft.pdf,ENISA Threat Landscape 2021.pdf
https://www.cybereason.com/hubfs/dam/collateral/ebooks/Cybereason_Ransomware_Research_2021.pdf,Cybereason_Ransomware_Research_2021.pdf,ENISA Threat Landscape 2021.pdf
https://csrc.nist.gov/CSRC/media/Publications/nistir/draft/documents/NIST.IR.8374-preliminary-draft.pdf,NIST.IR.8374-preliminary-draft.pdf,ENISA Threat Landscape 2021.pdf
https://secure2.sophos.com/en-us/medialibrary/pdfs/whitepaper/sophos-state-of-ransomware-2021-wp.pdf,sophos-state-of-ransomware-2021-wp.pdf,ENISA Threat Landscape 2021.pdf
https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-171r2.pdf,NIST.SP.800-171r2.pdf,ENISA Threat Landscape 2021.pdf
https://go.recordedfuture.com/hubfs/reports/cta-2021-0831.pdf,cta-2021-0831.pdf,ENISA Threat Landscape 2021.pdf
https://www.interpol.int/content/download/15670/file/Cybercrime-Cryptojacking-EN.pdf,Cybercrime-Cryptojacking-EN.pdf,ENISA Threat Landscape 2021.pdf
https://www.europol.europa.eu/sites/default/files/documents/4_ceo-bec_fraud.pdf,4_ceo-bec_fraud.pdf,ENISA Threat Landscape 2021.pdf
https://www.europol.europa.eu/sites/default/files/documents/internet_organised_crime_threat_assessment_iocta_2020.pdf,internet_organised_crime_threat_assessment_iocta_2020.pdf,ENISA Threat Landscape 2021.pdf
https://www.agari.com/cyber-intelligence-research/whitepapers/acid-agari-cosmic-lynx.pdf,acid-agari-cosmic-lynx.pdf,ENISA Threat Landscape 2021.pdf
https://www.europol.europa.eu/sites/default/files/documents/internet_organised_crime_threat_assessment_iocta_2020.pdf,internet_organised_crime_threat_assessment_iocta_2020.pdf,ENISA Threat Landscape 2021.pdf
https://www.ic3.gov/Media/PDF/AnnualReport/2020_IC3Report.pdf,2020_IC3Report.pdf,ENISA Threat Landscape 2021.pdf
https://www.netwrix.com/download/collaterals/2020_Cyber_Threats_Report.pdf,2020_Cyber_Threats_Report.pdf,ENISA Threat Landscape 2021.pdf
https://blog-assets.f-secure.com/wp-content/uploads/2020/09/17142720/F-Secure-attack-landscape-h12020.pdf,F-Secure-attack-landscape-h12020.pdf,ENISA Threat Landscape 2021.pdf
https://www.sophos.com/en-us/medialibrary/PDFs/technical-papers/sophos-cyberthreats-20-year-retrospective-wp.pdf,sophos-cyberthreats-20-year-retrospective-wp.pdf,ENISA Threat Landscape 2021.pdf
https://www.malwarebytes.com/resources/resource/malwarebytes-labs/lessons-in-cybersecurity-how-education-coped-in-the-shift-to-distance-learning,lessons-in-cybersecurity-how-education-coped-in-the-shift-to-distance-learning,ENISA Threat Landscape 2021.pdf
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32019R0881&from=EN,,ENISA Threat Landscape 2021.pdf
https://fedpaymentsimprovement.org/wp-content/uploads/frs-synthetic-identity-payments-fraud-white-paper-july-2019.pdf,frs-synthetic-identity-payments-fraud-white-paper-july-2019.pdf,ENISA Threat Landscape 2021.pdf
https://www.concordia-h2020.eu/wp-content/uploads/2021/03/Deliverables_D4.2.pdf,Deliverables_D4.2.pdf,ENISA Threat Landscape 2021.pdf
https://www.aha.org/system/files/media/file/2021/03/distributed-denial-of-service-ddos-attacks-march-2021.pdf,distributed-denial-of-service-ddos-attacks-march-2021.pdf,ENISA Threat Landscape 2021.pdf
https://www.concordia-h2020.eu/wp-content/uploads/2020/06/D4.1_Ready_for_Submission_D4.1-final_revised.pdf,D4.1_Ready_for_Submission_D4.1-final_revised.pdf,ENISA Threat Landscape 2021.pdf
https://www.fortinet.com/content/dam/fortinet/assets/threat-reports/threat-report-h1-2020.pdf,threat-report-h1-2020.pdf,ENISA Threat Landscape 2021.pdf
https://www.concordia-h2020.eu/wp-content/uploads/2020/06/D4.1_Ready_for_Submission_D4.1-final_revised.pdf,D4.1_Ready_for_Submission_D4.1-final_revised.pdf,ENISA Threat Landscape 2021.pdf
https://www.concordia-h2020.eu/wp-content/uploads/2021/03/Deliverables_D4.2.pdf,Deliverables_D4.2.pdf,ENISA Threat Landscape 2021.pdf
https://datasociety.net/pubs/oh/DataAndSociety_LexiconofLies.pdf,DataAndSociety_LexiconofLies.pdf,ENISA Threat Landscape 2021.pdf
https://datasociety.net/pubs/oh/DataAndSociety_LexiconofLies.pdf,DataAndSociety_LexiconofLies.pdf,ENISA Threat Landscape 2021.pdf
https://www.concordia-h2020.eu/wp-content/uploads/2020/06/D4.1_Ready_for_Submission_D4.1-final_revised.pdf,D4.1_Ready_for_Submission_D4.1-final_revised.pdf,ENISA Threat Landscape 2021.pdf
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32019R0881&from=EN,,ENISA Threat Landscape 2021.pdf
https://www.ispionline.it/sites/default/files/pubblicazioni/ispi_report_ai_in_the_age_of_cyber-disorder_2020.pdf,ispi_report_ai_in_the_age_of_cyber-disorder_2020.pdf,ENISA Threat Landscape 2021.pdf
http://www.unicri.it/sites/default/files/2020-11/SM%20misuse.pdf,SM misuse.pdf,ENISA Threat Landscape 2021.pdf
https://documents.trendmicro.com/assets/white_papers/wp-fake-news-machine-how-propagandists-abuse-the-internet.pdf,wp-fake-news-machine-how-propagandists-abuse-the-internet.pdf,ENISA Threat Landscape 2021.pdf
https://www.concordia-h2020.eu/wp-content/uploads/2021/03/Deliverables_D4.2.pdf,Deliverables_D4.2.pdf,ENISA Threat Landscape 2021.pdf
https://www.databreaches.net/wp-content/uploads/No-need-to-hack-when-its-leaking.pdf,No-need-to-hack-when-its-leaking.pdf,ENISA Threat Landscape 2021.pdf
https://owasp.org/www-pdf-archive/OWASP-IoT-Top-10-2018-final.pdf,OWASP-IoT-Top-10-2018-final.pdf,ENISA Threat Landscape 2021.pdf
https://aws-shield-tlr.s3.amazonaws.com/2020-Q1_AWS_Shield_TLR.pdf,2020-Q1_AWS_Shield_TLR.pdf,ENISA Threat Landscape 2021.pdf
https://www.fortinet.com/content/dam/fortinet/assets/threat-reports/threat-report-h1-2020.pdf,threat-report-h1-2020.pdf,ENISA Threat Landscape 2021.pdf
